article_text,paragraphs,article,n_characters,news_site
"A legtöbb uniós tagország elégedett az Európai Parlamenttel kötött, a jogállamisági mechanizmust is magában foglaló megállapodással, de néhány tagállam nem támogatja azt,  legalábbis az Európai Tanács elnöke, Charles Michel szerint. A politikus az uniós tagállamok vezetőinek informális videokonferenciáját követően arról beszélt, hogy az uniós költségvetésről és a helyreállítási alapról szóló vitában olyan megoldásra van szükség, ami mindenki számára elfogadható – adta hírül az MTI. Az elnök hangsúlyozta, hogy a koronavírus-járvány okozta károk helyreállítását célzó alap vonatkozásában az uniós tagállamoknak egységeseknek kell maradniuk.",1,18,644,Index
"Arról is beszélt az Európai Tanács elnöke, hogy egy ilyen súlyos helyzetben, mint amit Európának okoz a koronavírus-járvány, a tagállamoknak még jobban össze kell hangolniuk erőfeszítéseiket. ",2,18,192,Index
"Beszámolt arról is, hogy a tagállami vezetők egyetértettek a tesztelés közös megközelítését és kölcsönös elismerését célzó rendszer kialakításának fontosságában, a hatékony és biztonságos oltóanyagok tagállamok közötti méltányos elosztásában, valamint a járvány visszaszorítását célzó korlátozó intézkedések tagországok közötti összehangolásában és fokozatos feloldásának koordinálásában. ",3,18,389,Index
"Ursula von der Leyen, az Európai Bizottság elnöke azt mondta, az Európai Unió még az év vége előtt jóváhagyhatja a Pfizer és a BioNTech közös, valamint a Moderna vállalatok tesztelés alatt álló két, koronavírus elleni vakcináját.",4,18,229,Index
"A helyreállítási alap és az uniós költségvetés körül kialakult vitákról azt mondta az Európai Bizottság elnöke, hogy az öreg kontinensnek már sok nehéz helyzetet kellett túlélnie, ezért a gazdaságmentő csomag minden elemét illető egyetértés elérése érdekében az európai intézmények vezetői a következő időszakban nagyon intenzív munkát folytatnak, hogy egyetértés alakuljon ki. ",5,18,378,Index
"Angela Merkel, az Európai Unió Tanácsának soros elnökségét betöltő Németország kancellárja szerint  a német soros elnökség és az Európai Parlament közötti megállapodás jó és kiegyensúlyozott, azonban az uniós tagállamok vezetőit tömörítő Európai Tanács a teljes egyetértés hiányában nem tudja javaslatait az uniós parlament elé terjeszteni. Úgy fogalmazott, hogy Magyarország és Lengyelország egyértelműen kifejezték, hogy jelen formájában nem tudnak egyetérteni a jogállamisági feltételekkel, ezért fenntartják vétójukat az uniós költségvetés és a koronavírus-járvány által okozott károk helyreállítását célzó alappal összefüggésben.",6,18,634,Index
"A kancellár szerint a magyar és a lengyel vétó ""komoly problémát"" jelent, amit minél előbb meg kell oldani. Mint mondta,",7,18,120,Index
"fenyegetés helyett kemény közös munkára van szükség a patthelyzet feloldására,",8,18,78,Index
és a tagállamoknak folytatniuk kell a megbeszéléseket Magyarországgal és Lengyelországgal a megállapodás elérése érdekében.,9,18,123,Index
"A koronavírus-járvánnyal kapcsolatban kifejtette, amint hozzáférhető a vírus elleni engedélyezett oltóanyag, Európa megkezdi a beoltást. Előre mutatónak nevezte, hogy az Európai Bizottság felkérése alapján már több tagállam rendelkezik részletes oltási programmal és tervekkel a vakcinák elosztását illetően.",10,18,308,Index
"  Az informális– és a koronavírus-járványhelyzet miatt távkapcsolat segítségével megrendezett – csúcsértekezlet formálisan nem is hozhat döntést az EU költségvetésének (és ami sürgetőbb, a járvány utáni helyreállítási alapnak) tervezett magyar és lengyel vétójáról, ugyanis nem ez a témája, emlékeztetnek forrásaink. Összesen márpedig 1820 milliárd euróról van szó. ",1,19,366,Index
"
                          Hivatalosan a mai tanácskozás a járványhelyzettel kapcsolatos európai védekezésról szól, amin nincs mit megvétózni. 
                        ",2,19,168,Index
"
                          Ezzel együtt a mai megbeszélés légkörét főleg a hétfői nagyköveti értekezlet utórezgései határozzák meg; ezen ugyanis hazánk és Lengyelország képviselője egy politikai állásfoglalás keretében értésre adta, 
                        ",3,19,258,Index
"akár készek megvétózni az összesen 1800 milliárd eurós hétéves pénzügyi csomagot, ha a kifizetéseket az EU jogállamisági feltételekhez köti. ",4,19,141,Index
"
                          Ezt – mint Varga Judit igazságügyi miniszter a héten az Indexnek elmondta – zsarolóeszköznek tartják, és megerősítették készségüket a vétóra. Brüsszel rendszeresen bírálja hazánkat és Lengyelországot a demokrácia és a jogállamiság helyzetére hivatkozva. 
                        ",5,19,306,Index
"
                          A hazai ellenzék viszont árulásnak, lopásnak és történelmi bűnnek tartja, ha Orbán Viktor a vétóval
                        ",6,19,151,Index
17 ezer milliárd forintnyi uniós bevételt tesz kockára. ,7,19,56,Index
szaloncukor és virgács a Mikulás-csomagban. ,8,19,44,Index
"Ha az idén nem születik semmilyen egyezség az uniós költségvetésről, akkor jövőre az idei büdzsészámokat viszik át – ám azok még nem egy világjárvány okozta helyzetre készültek. ",9,19,178,Index
Frissített: a csúcs kezdetén egy német kormányszóvivő azt mondta a dpa hírügynökségnek: ,10,19,88,Index
Az Európai Uniónak szembe kell szállnia Magyarországgal és Lengyelországgal – erre a következtetésre jut Soros György a Project Syndicate-en írt új cikkében.,1,20,157,Index
"Az amerikai magyar milliárdos azután állt a nyilvánosság elé a felszólítással, hogy Magyarország és Lengyelország megvétózta az Európai Unió újabb, hét évre szóló, 1,15 ezer milliárd eurós büdzséjét és a 750 milliárd eurós mentőcsomagját. Bár mindkét ország a legnagyobb haszonélvezője, a kormányuk mégis hajthatatlanul ellenzi a jogállamisági feltételeket, amelyeket az Európai Unió állított [a támogatásokból való részesedésért] az Európai Parlament döntésének nyomán – fejti ki Soros György. Szerinte a két ország miniszterelnöke, Orbán Viktor, illetve Mateusz Morawiecki számára a jogállam nem több, mint egy gyakorlati akadálya a személyes és politikai korrupciónak, a vétót pedig „kétségbeesett szerencsejátéknak” nevezi.",2,20,727,Index
"A cikk során példákat hoz arra, hogy Magyarország kormánya hogyan sértette meg a jogállamiságot és a közvagyont:",3,20,112,Index
"Soros György szerint megoldást jelenthet az általa felvázolt problémára,",4,20,72,Index
"ha közvetlenül a helyi önkormányzatok kapják meg az EU-s támogatásokat Magyarországon,",5,20,86,Index
"mivel az önkormányzatokban még mindig működik a demokrácia, nem úgy, mint nemzeti szinten.",6,20,90,Index
"Nincs semmilyen észszerű magyarázat arra, hogy Szlovákia számára miért lennének elfogadhatatlanok az uniós feltételek, amelyek a jogállamisághoz kötnék a támogatások lehívását. Az uniós támogatási feltételek megegyeznek a szlovák kormány programjával – mondta Ivan Korčok. A szlovák külügyminiszter így reagált arra, hogy hétfőn Magyarország és Lengyelország megvétózta az Európai Unió hosszú távú költségvetését és a koronavírus-járvány utáni helyreállítási tervet, amelyek összértéke 1,8 billió euró.",1,21,502,Index
"A szlovák diplomácia irányítója úgy fogalmazott: „Fennáll a veszélye, hogy az EU kénytelen lesz ideiglenes költségvetéssel gazdálkodni, és késlekedni fog az újjáépítési alap forrásainak felhasználása. Szlovákiának alapvető érdeke, hogy ilyen impulzusok érkezzenek Európából”. Hozzátette: még mindig lát esélyt a megegyezésre.",2,21,325,Index
"A szlovák külügyminiszter szerint a kulturális és etikai témáknak, valamint a migrációval kapcsolatos problémáknak nincs közük a jogállamiság kérdéséhez. „Nem találok semmilyen észszerű magyarázatot arra, miért lennének elfogadhatatlanok azok az uniós feltételek, amelyek a vétó tárgyát képezik” — jegyezte meg. Hozzáfűzte: ezeket a feltételeket segítségként értékeli az EU részéről a jogállamiság javítására Szlovákiában. A szlovák külügyi tárca vezetője szerint az EU az igazságszolgáltatás függetlenségét és az igazságügy hatékony védelmet várja el azoktól a tagállamoktól, amelyek európai forrásokat akarnak lehívni.",3,21,620,Index
"Mateusz Morawiecki lengyel kormányfő csütörtöki Facebook-posztjában kiállt az EU-tagság mellett, ugyanakkor újra kifejezte ellenérzését az EU jogállamiságról szóló feltételeivel kapcsolatban. ",1,22,192,Index
"„Igent mondunk az Európai Unióra, de nemet az úgynevezett jogállamiság értékelésében alkalmazandó önkényes kritériumokra” – olvasható Morawiecki bejegyzésében.",2,22,159,Index
"Korábban Lengyelország és Magyarország megvétózta a következő hét évre szóló EU-s költségvetést, mert az uniós támogatásokat az Európai Parlament döntése szerint jogállamisági feltételekhez kötnék.",3,22,197,Index
"Az Európai Parlamentet nem érdekli az orbáni vétó, nem enged a jogállamiság ügyében. Ez derült ki azután, hogy David Sassoli EP-elnök szerdán tárgyalt a parlamenti frakcióvezetőkkel. A résztvevők közös közleményt adtak ki arról, hogy ragaszkodnak álláspontjukhoz az Európai Unió költségvetéséről, a koronavírus-járvány miatt létrehozott helyreállítási alapról és a rendszerbe épített jogállamisági feltételekről, és mindennek az elfogadására szólítják fel az Európai Tanácsot is.",1,23,479,Index
"A nyilatkozat előzménye, hogy Magyarország és Lengyelország vétóval akadályozta meg az Európai Unió következő hét évére szóló 1180 milliárd eurós költségvetésének elfogadását a koronavírus-járvány miatti 750 milliárd eurós gazdasági mentőcsomaggal együtt.",2,23,255,Index
"A két ország azért vétózott, mert jövő évtől jogállamisági feltételekhez kötnék a kifizetéseket. Ezek megsértését az jelenti, ha az adott EU-tagország politikai vezetése",3,23,169,Index
"Persze a brüsszeli eurokraták sem estek a fejükre, és máris körvonalazódik, hogyan vághatnának vissza a két renitensnek. Eszerint elválasztanák egymástól a költségvetés és a jogállami mechanizmus elfogadását, így az utóbbit nélkülünk is megszavazhatják. Utóbbiról szóló jogszabályról az Európai Parlament plenáris ülése már a jövő héten dönthet, és ott elég a minősített többség, ami a két különvéleményes ország nélkül is simán megvan. Ha ez megszületik, és nélkülünk osztják le a lapokat, akkor Magyarország elég sokat veszíthet:",4,23,531,Index
"Ha mégsem tennék, és emiatt nem lesz új költségvetés, akkor az idei kifizetések alapján működik tovább az Európai Unió, meghosszabbítva az év végével lejáró pénzügyi ciklust. Vagyis amennyi befizetés idén érkezett kohézióra, agrártámogatásra és egyebekre, ugyanannyi jönne új költségvetés nélkül jövőre is. De – és itt van a kutya elásva – ezt a pénzt akár el is vehetnék a renitens kormányoktól, amelyek megvétózták a költségvetést és a gazdaságélénkítő csomagot. Egy ilyen politikai bosszú nyilvánvalóan a tagállamok többségének nem volna ellenére, mivel valamennyien dühösek a magyar és lengyel vétó okozta késlekedés miatt. ",5,23,628,Index
Csütörtökön az EU állam- és kormányfői videókonferencián győzködhetik egymást tovább.,6,23,85,Index
"Magyarországnak és Lengyelországnak fel kell hagynia vétójával az Európai Unió hétéves költségvetésének és a koronavírus-járvány okozta károk helyreállítását célzó alap mintegy 1800 milliárd eurós csomagjának kulcsfontosságú elfogadása érdekében – szólított fel Michael Roth, az Európai Unió soros elnökségét adó Németország uniós ügyekért felelős államminisztere kedden.",1,24,371,Index
"Az európai uniós ügyekért felelős miniszteri EU-tanács videokonferencia keretében tervezett ülését megelőzően Roth Berlinben azt mondta: ez már nem a vétók, hanem a szolidaritás szellemében való gyors fellépés ideje.",2,24,216,Index
"Az MTI beszámolója szerint Heiko Maas német külügyminiszter keddi nyilatkozatában bizakodásának adott hangot, hogy megoldást lehet találni Magyarország és Lengyelország vétójára. Mint közölte, az elkövetkező órákban és napokban Németország minden érintett féllel megbeszéléseket folytat a megoldás érdekében.",3,24,308,Index
"Karoline Edtstadler osztrák európai uniós és alkotmányügyi kancelláriaminiszter a tanácskozás előtt Bécsben nyilatkozva ugyancsak arról beszélt, hogy nem tud megértést tanúsítani a vétóval kapcsolatban.",4,24,202,Index
"A tagországok uniós nagyköveteinek hétfői tanácskozásán, egyhangúság hiányában, nem született döntés az unió hosszú távú költségvetéséről és a koronavírus-járvány okozta károk helyreállítását célzó alapról. Az uniós források elosztásra vonatkozó, jogállamiságot érintő politikai feltételrendszerről szóló határozatot a nagykövetek minősített többséggel fogadták el.",5,24,365,Index
A hosszú távú költségvetés és az ahhoz szorosan kapcsolódó helyreállítási csomag elfogadásába a magyar és a lengyel kormány nem egyezett bele.,6,24,142,Index
"Véleményük szerint a költségvetéshez és a helyreállítási csomaghoz rendelni kívánt, az uniós finanszírozás politikai feltételekhez kötése sértené az uniós alapszerződést, továbbá nem tartaná magát az Európai Tanács júliusi csúcstalálkozóján elfogadott állásfoglaláshoz sem.",7,24,273,Index
"Tegnap egy neve elhallgatását kérő uniós diplomata lapunknak úgy nyilatkozott: az EU soros elnöksége politikai állásfoglalásokat kért a tagállamoktól, tesztelve, mennyire elszánt a magyar kormány az EU egész költségvetésének megvétózásában. Kiderült, hogy nagyon elszántak, sőt a lengyel kormány is melléjük állt.",8,24,313,Index
Mindezzel kapcsolatban egyébként a magát konzervatív értelmiséginek valló Király Miklós egyetemi tanár is erősen bírálta a hazai vezetést.,9,24,138,Index
"Vétót mondani, emelni, esetleg megvétózni (latin veto, megtiltom) nem igazán lehetett zsarnokok, diktátorok, erőskezű királyok döntéseit. Ezt a jogot ugyanis akkor használták és használják, ha valaki egyoldalúan meg kíván akadályozni egy hivatalos aktust, többnyire egy rendelkezés vagy törvény hatálybaléptetését. Erre pedig csak testületi hatalom esetén nyílt lehetőség.",1,25,372,Index
"Nem véletlen, hogy a vétó koncepciója az ókori Római Köztársaságban született meg, ahol mindenáron meg akarták akadályozni, hogy visszaálljon a korábbi királyság egyeduralma. Eleve két választott főhivatalnok (consul) irányította a várost, közülük bármelyik megállíthatta a másik katonai vagy polgári döntéseit. Ez volt az intercessio, azaz a vétó intézménye, ami alapvető része a rómaiak köztársaság-felfogásának: a hatalomnak vinnie kell az államügyeket, ugyanakkor korlátozni kell a főhivatalnokok hatalmát.",2,25,510,Index
A tribunus blokkolhatta a szenátus döntéseit.,3,25,45,Index
"Nem tudta ugyan megakadályozni, hogy a szenátus megszavazzon egy törvényt, de azt igen, hogy a jogszabály életbe lépjen. Ezalól csak a háborús időszakok voltak kivételek. Caesar is erre hivatkozott, amikor sokadszorra is megválasztatta magát diktátornak. Ezt a címet hat hónapra adták, és csakis bizonytalan katonai vészhelyzet esetén. Végül „alkotmányt módosított”, és létrehozta az örökös diktátori címet, azaz lényegében a császárságot. Ellene már nem volt helye az intercessiónak.",4,25,484,Index
"A lengyel nemesi országgyűlés (szejm) 1652. évi határozatában bevezette a liberum veto intézményét (szabad vétó, tiltakozási jog), amely lehetővé tette, hogy bármely képviselő bármely határozat ellen tiltakozhatott („nie pozwalam!” – nem engedem!). Azaz megakadályozhatta bármilyen törvény elfogadását. Mire 1791-ben megszüntették,",5,25,331,Index
"a szejm paródiába hajló döntésképtelensége miatt szétesett a központi hatalom,",6,25,78,Index
"anarchikus viszonyok uralkodtak, az ország pedig elvesztette függetlenségét: 1772 és 1792 között háromszor osztotta fel egymás között Oroszország, Ausztria és Poroszország. Lengyelek tömege, köztük a katonák jelentős része, emigrált az országból, sokuk Bonaparte Napóleon hívására az egykori korzikai tüzér hadnagy oldalán harcolt hosszú évekig.",7,25,345,Index
"Igen, ez is jó lehet a cél érdekében. Csakhogy ez már nem vétó, hanem obstrukció.",8,25,81,Index
"Akadékoskodás, hátráltatás, provokáció.",9,25,39,Index
"A lényeg, hogy törvényes keretek között, a lehetőségekkel visszaélve kell akcióba lendülni. Amit nem tilt a házszabály, az mind megengedett. Például síppal, dobbal, kereplővel lehetetlenné tenni egy tanácskozást. Vagy több ezer módosító indítványt benyújtani. Esetleg álindokokkal távol maradni, szavazáson nem részt venni.",10,25,323,Index
"Mivel nem szeretnék obstrukció gyanújába keveredni, ezennel ki is teszem a pontot.",11,25,82,Index
"
                          A jogállamiság szempontjait érvényesítő uniós költségvetéssel szemben emelt magyar vétó nagyon nehezen védhető, viszont romboló politikai, gazdasági hatása nyilvánvaló – ez a véleménye a magát konzervatív értelmiséginek valló Király Miklós egyetemi tanárnak arról, hogy a kormány ajogállamiság kritérium miatt vétózza az unió keretköltségvetését. 
                        ",1,26,399,Index
"        Az ELTE jogi karának volt dékánja kérdésünkre arra hívta fel a figyelmet, hogy ",2,26,87,Index
"Király a Facebookra is megírt véleményében felidézi, hogy „2007 decemberében a magyar Országgyűlés, a FIDESZ-frakció lelkes támogatásával, a tagállami parlamentek közül elsőként erősítette meg az Európai Unióról szóló szerződést”.              E szerződés 2. cikkelye szerint              „Az Unió az emberi méltóság tiszteletben tartása, a szabadság, a demokrácia, az egyenlőség, jogállamiság, valamint az emberi jogok – ideértve a kisebbségekhez tartozó személyek jogait – tiszteletben tartásának értékein alapul.”",3,26,516,Index
"
                            A 4. cikkelyben pedig azt rögzítik, hogy 
                        ",4,26,95,Index
Az Unió és a tagállamok a lojális együttműködéselvének megfelelően kölcsönösen tiszteletben tartják és segítik egymást a Szerződésekből eredő feladatok végrehajtásában.,5,26,168,Index
"
                          Az uniós jog érvényesülését, betartását, egységes értelmezését végső soron az Unió intézményei biztosítják - írja bejegyzésében Király Miklós.  
                        ",6,26,196,Index
"
                                       
                        ",7,26,65,Index
"Rengeteg pénzről – az EU 2021-27-es keretköltségvetését és a járvány miatti helyreállítási alapot is számolva 1820 milliárd euróról – van szó ezekben a hetekben Brüsszelben. Éppen ezért a külföldi visszhangok is rendkívül felfokozott hangulatot tükröznek; nemcsak a hazai ellenzék emleget árulást, lopást és történelmi bűnt annak nyomán, hogy Orbán Viktor kormánya hétfőn kilátásba jelezte az EU-költségvetés megvétózását, amiért a sokat emlegetett jogállamisági feltételt is a büdzséhez akarja Brüsszel kapcsolni. ",1,27,515,Index
"Ugyanakkkor semmilyen jogszabályt nem fogadtak el vagy utasítottak el tegnap Brüsszelben. a magyar vétófenyegetés egyelőre olyan, mint egy szándéknyilatkozat egy tényleges üzlet előtt. ",2,27,185,Index
"Varga Judit igazságügyi miniszter hétfő késő este az Indexnek azt nyilatkozta, zsarolóeszközként használják fel hazánkkal szemben a jogállamisági mechanizmust, ezért ilyen elszántak. ",3,27,183,Index
Diplomata forrásunk azt mondta: az EU-elnökség hétfőn három jogszabályban kért politikai állásfoglalást. Ezek: ,4,27,111,Index
"Mindenesetre nemcsak az uniós malmok őrölnek a következő hetekben, de lázas egyeztetés folyik a tagállamok között, a legmagasabb szinten is. Brüsszelben úgy tudják, égnek a telefonvonalak a fővárosok között, hogy",5,27,212,Index
"kompromisszum szülessék, mert a válság senkinek nem érdeke. ",6,27,60,Index
"Mégpedig többek között azért nem, mert: ",7,27,40,Index
"A Der Spiegel hamburgi hírmagazin ma reggeli hírlevele szerint „átlátszó zsarolási kísérletről van szó, amely vélhetően nem sokáig tartható fent”. Mégpedig szerintük éppen azért nem, mert egy vétóval hazánk és a lengyelek a saját pénzeiktől is elesnének. ",8,27,255,Index
"A párizsi Le Monde szerint viszont „egyesek úgy vélték, blöffölnek (ti. a magyarok és a lengyelek – a szerk.), mások komolyan vették őket. Az utóbbiaknak lett igazuk.”",9,27,167,Index
"Ha nem is most, heteken, ha nem napokon belül kiderül. ",10,27,55,Index
"
                          (Borítókép: Anadolu Agency / Getty Images Hungary)
                        ",11,27,102,Index
"Kis híján 360-ig gyengült a forint az euróval szemben azt követően, hogy a magyar kormány megvétózta a hétéves uniós költségvetést és a helyreállítási alapot – írja a Portfolio. ",1,28,178,Index
Hozzátették: az európai költségvetésről szóló viták a következő napokban is komolyan befolyásolhatják a forint sorsát.,2,28,118,Index
"Ma kora délután pedig az MNB kamatdöntése, illetve az azt magyarázó közlemény mozgathatja meg a piacot. ",3,28,104,Index
"Kedd reggel 359,25-nél járt a forint az euróval szemben, ez már kisebb gyengülést jelentett a hétfő esti szinthez képest a magyar deviza szempontjából. ",4,28,152,Index
"A következő napokban is elsősorban az európai költségvetést érintő vitákra lesz érdemes figyelni. Fontos fejlemény csütörtökön lehet, aznap",5,28,139,Index
"videókonferenciát tartanak az állam- és kormányfők, és elképzelhető, hogy tisztázódik a helyzet.",6,28,96,Index
"Itthon délután tartja kamatdöntő ülését az MNB monetáris tanácsa, és a döntést követő közlemény is befolyásolhatja az árfolyamot. ",7,28,130,Index
"Nem a magyar kormány felelőssége, hogy az uniós költségvetési vitában nem történt megállapodás – mondta az Indexnek Varga Judit igazságügyi miniszter. A politikust azt követően kerestük meg, hogy a német kormány nyilatkozatban közölte: Magyarország és Lengyelország vétója miatt sem az unió hosszútávú költségvetéséről, sem a koronavírus-járvány okozta károk helyreállítását célzó alapról nem született döntés.",1,29,410,Index
"Varga Judit ezzel kapcsolatban leszögezte: a magyar kormány két éve, az uniós alapszerződésekre hivatkozva érvel, ezzel Berlinben is tisztában voltak.",2,29,150,Index
"„Folyamatosan egyeztettünk a német elnökséggel, szóltunk, hogy elmegyünk a falig. Ezt éljük most″",3,29,97,Index
"– mondta Varga Judit. Az ügy előzménye, hogy bár a tagállamok állam- és kormányfőit tömörítő Európai Tanács júliusban megállapodott a költségvetésről, az Európai Parlament (az északi, úgynevezett fukar államok támogatásával), később a szigorúbb jogállami feltételek mellett foglalt állást. Ezt követően egyeztetés indult az EP és a Tanács képviselői között, ebben a magyar és a lengyel kormány számára elfogadhatatlan feltételrendszerről született megállapodás.",4,29,461,Index
"Mivel az összesen, mintegy 1800 milliárd eurós pénzügyi csomag elfogadásához valamennyi tagállam beleegyezése szükséges, a folyamat most a magyar és a lengyel kormány vétóján megakadt. Varga Judit azonban elmondta,  semmilyen alapja nincsen annak, hogy politikai és ideológiai feltételekhez kössék az uniós pénzek kifizetését. Ennek beemelése több ponton szembemegy az uniós jogszabályokkal – folytatta –, lényegében egy ideológiai alapon tervezett szankciós eszközt akarnak elfogadni, amit Magyarország és Lengyelország ellen alkalmaznának.",5,29,541,Index
"Azonban alig három hónap maradt hátra a következő, 2021-ben induló, hét éves uniós költségvetési időszakig, de a konfliktus miatt nem nyílnak meg a koronavírus-járvány miatt egyre égetőbb helyreállítási alapok sem. Varga Juditot ezért arról kérdeztük, milyen kompromisszummal egyezne ki a magyar kormány.",6,29,304,Index
"Az igazságügyi miniszter azonban leszögezte, a német kormány ismeri a különböző érdekeket, ezért most Berlinnél pattog a labda.",7,29,127,Index
"Azonban az uniós pénzekből Magyarország is részesül, megkérdeztük az igazságügyi minisztert: a folyamat elakadása milyen terhet ró a magyar nemzetgazdaságra? Varga Judit szerint azonban erre vonatkozó kijelentéseket felesleges tenni.",8,29,233,Index
"„Ez része a narratívának, amivel próbálnak nyomás alá helyezni minket. Magyarország hihetetlen gazdasági teljesítményt ért el, erős ország vagyunk″ – válaszolta. Az igazságügyi miniszter szerint a járvánnyal jobban sújtott déli országok szorulnak rá a legjobban az uniós támogatásra, a konfliktussal a jogállamisági mechanizmus mellett érvelő érdekcsoportok őket büntetik meg. Varga Judit elmondta, bár hétfőn a jogállamisági mechanizmusról politikai állásfoglalás, s nem szavazás történt, az EU így is történelmi válságba került.",9,29,530,Index
„Ilyen történelmi mélyponton nem volt Európa″,10,29,45,Index
"– fogalmazott, hozzátéve: példátlan hogy az ideológiai nyomásgyakorlás fontosabb legyen, mint a prosperitás, a gazdasági fellendülés.",11,29,133,Index
"
                          (Borítókép: Varga Judit. Fotó: Krisztina Than / Reuters)
                        ",12,29,108,Index
"Az uniós források kapcsán Lengyelország nyitott, konstruktív, az uniós alapszerződéssel összhangban lévő megoldásokra – közölte a lengyel kormányszóvivő, miután Varsó megvétózta az Európai Unió költségvetéséről és a koronavírus-járvány okozta károk helyreállítását célzó alapról szóló határozatot. ",1,30,298,Index
"Piotr Müller jelezte: mivel az uniós tagországok Európai Unió mellé rendelt állandó képviselet-vezetőinek mai tanácskozásán Lengyelország és Magyarország ellenezte „a határozat kedvezőtlen tervezetét”, ezért leállt az uniós forrásokról szóló csomag összes elemét érintő eljárás, beleértve a költségvetéshez és a helyreállítási alaphoz kötődő saját forrásokról szóló döntést, valamint a feltételrendszerről szóló „önkényes határozatot” is. Müller hozzátette: Lengyelország partnereinek „észszerű hozzáállására” számít, valamint az olyan elvek kidolgozására, amelyek lehetővé teszik majd a megállapodás kidolgozását.",2,30,614,Index
"A nagyköveti tanácskozáson a lengyel és a magyar vétó miatt az uniós tagállamok nem támogatták egyöntetűen a pénzügyi csomag elfogadását, bár a jogállamiságot érintő politikai feltételrendszerről szóló határozatot a nagykövetek minősített többséggel – a két ország ellenszavazata ellenére – elfogadták.",3,30,302,Index
"
                          A lengyel és a magyar kormány bejelentette, hogy megakadályozza az elkövetkező hétéves időszakra vonatkozó uniós költségvetés és a koronavírus-járvány okozta gazdasági válság kezelését szolgáló újjáépítési alap elfogadását, amennyiben az uniós intézmények megállapodásának megfelelően összekötik az uniós pénzek kifizetését és a jogállami feltételrendszer teljesülését. Hogyan és miért kerülnek kapcsolatba egymással a költségvetési és a jogállamisági szempontok uniós szinten? Erre próbálok választ adni az alábbi írásban.
                        ",1,31,575,Index
"Így történt meg, hogy az Európai Unióról szóló szerződés második cikke",2,31,70,Index
"az emberi méltóság tiszteletben tartása, a szabadság, a demokrácia, az egyenlőség, valamint az emberi jogok tiszteletben tartása mellett a jogállamiságot is az Európai Unió alapértékeként említi.",3,31,195,Index
"Látszólag ezzel eldőlt az a vita, amelyet korábban francia és német alkotmányjogászok álláspontja robbantott ki. Eszerint az európai államfejlődés utóbbi időszakának domináns szereplője a nemzetállam volt. Ehhez kötődik minden olyan fogalmunk, amely az elmúlt bő száz év politikai közösségeinek sajátja, mint például nemzeti szuverenitás, demokrácia, jogok és kötelezettségek egyensúly vagy akár maga az alkotmányos rend. Ebbe körbe tartozik a jogállamiság fogalma és követelménye, amely – akárcsak előbb felsorolt társai – nem értelmezhetők nem nemzeti kontextusban, a nemzet mint politikai közösségi nyújtotta kulturális háttér nélkül.",4,31,637,Index
"A tagállamok vezetőinek válasza az Európai Unióról szóló szerződés második cikkének elfogadásával az aggódókéval ellentétes volt. Szerintük létezhet jogállamiság uniós szinten, mégpedig rögtön két irányban is. Egyrészt a jogállamiság uniós értékként való elfogadása követelményként jelenik meg az európai intézményrendszer felé is, ezek egymás közötti viszonyait is úgy kell átrendezni, hogy azok megfeleljenek a jogállamiság követelményének. Másrészt pedig kötelezettségként létezik a tagállamok felé is, azaz ",5,31,511,Index
"a tagállamoknak maguknak is teljes mértékben meg kell felelniük a jogállamiság követelményrendszerének, amennyiben az Unió közösségének tagjai akarnak maradni.",6,31,159,Index
"Annak érdekében, hogy az unió alapértékeinek tisztelete ne csupán üres protokolláris kívánság, hanem valódi követelmény legyen, az 1997-ben aláírt és 1999-ben hatályba lépő amszterdami szerződés bevezette az azóta híressé vált hetes cikk szerinti eljárást, amely végső soron a tagsági jogok felfüggesztésével, sőt az unióból való kizárással sújthatja az alapelveket tagadó tagállamot. Igen, a olvasó már az évszámokból sejtheti: a jogállamiság és demokrácia problémaköre igazi élességében az úgynevezett keleti bővítésre való felkészülés során jelenik meg az európai belpolitikában.",7,31,582,Index
"Korábbi ígéreteiket visszavonni már nem merték, ugyanakkor azok teljesítésétől is tartottak a tagállamok, amelyeknek vezetői így az 1993. júniusi, koppenhágai Európai Tanács ülésén elfogadták az úgynevezett koppenhágai kritériumokat, azaz azon a politikai és gazdasági feltételek listáját, amelyet a csatlakozásra való államoknak a teljes jogú tagság elnyeréséért teljesíteniük kell. A feltételek között első helyen szerepelt a jogállamiság követelménye is egyéb, a szerződés második cikkében szereplő alapértékekkel együtt.",8,31,524,Index
"Talán senki sem gondolta, hogy a koppenhágai kritériumok és a hetes cikk szerinti eljárás éles problémává válása még a keleti bővítés előtt bekövetkezik.",9,31,153,Index
"2000-ben ugyanis az ausztriai parlamenti választások eredményeként a győztes Osztrák Néppárt a Jörg Haider által vezetett és sokak által szélsőjobboldalinak tartott Szabadságpárttal lépett koalícióra. Ugyan maga Haider nem lett kormánytag, mégis több európai uniós tagállam – elsősorban Franciaország – számára ez a demokrácia és jogállamiság elveinek sérelmét jelentette.",10,31,372,Index
