article_text,paragraphs,article,n_characters,news_site,article_text_eng
"A múlt héten a Reuters írta meg, hogy Magyarország összesen 2,5 milliárd euró értékben adott el 10 és 30 éves devizakötvényeket, amikre több mint ötszörös kereslet volt. Az Államadósság Kezelő Központ Zrt. anyagában előtte még 2 milliárdos terv szerepelt – írta a Portfolio.",15,11,274,444,"Last week, Reuters wrote that Hungary sold 10 and 30 years of foreign exchange bonds worth 2.5 billion euros, for which there was more than five times the demand. In the material of the National Debt Management Centre Zrt. there was a plan of 2 billion HUF — the Portfolio wrote."
"A tárgyalásokon kívül egyelőre nem keresnek más megoldást a jogállamisághoz kötött uniós költségvetés-tervezet elfogadására, hangzott el Európa kormányfőinek csütörtök esti videókonferenciáján.",1,12,193,444,"Apart from the negotiations, there is no other way to adopt a draft EU budget linked to the rule of law, which was said at the video conference of the Heads of Government of Europe on Thursday evening."
Angela Merkel német kancellár a konferencián a jogállamisághoz között hétéves költségvetésről azt mondta:,2,12,105,444,German Chancellor Angela Merkel at the conference on the rule of law between seven-year budget said:
"„Egyértelművé tettem, hogy szerintem jó és kiegyensúlyozott kompromisszumot találtunk a javaslattal.”Hozzátette, hogy továbbra is tárgyalnak a javaslatcsomagot megvétózó Lengyelországgal és Magyarországgal, és egyelőre nem keresnek más megoldást a költségvetési csomag és a mentőcsomag elfogadására. Ursula von der Leyen, a bizottság elnöke szerint nagy szükség lenne a gyors megegyezésre, mert komoly a válság.",3,12,411,444,"“I made it clear that I think we have found a good and balanced compromise with the proposal.”He added that they continue to negotiate with Poland and Hungary, which vetoed the package of proposals, and that they are not looking for any other way to adopt the budget package and the rescue package. Ursula von der Leyen, the chairman of the committee said that a swift agreement would be needed because the crisis is serious."
"„Ha engem kérdezne arról, hogyan kell megoldani ezt a problémát, akkor azt mondanám, hogy kérdezze meg azt a kettőt, ők hogyan akarják megoldani” - fogalmazta meg sarkos véleményét a holland kormányfő, Mark Rutte.",4,12,213,444,"“If you were asking me about how to solve this problem, I would say that you ask those two how they want to solve it,” said the Dutch Prime Minister Mark Rutte."
"Orbán Viktor péntek reggel a Kossuth-rádióban azt mondta, hogy Soros György „utasításokat ad tulajdonképpen a brüsszeli bürokratáknak, hogy most akkor mit kell tenni”, ugyanakkor szerinte természetes, hogy a költségvetési viták késhegyig mennek. (via 24.hu)",5,12,257,444,"On the Kossuth Radio Friday morning, Mr. Orbán said that George Soros “gives instructions to Brussels bureaucrats what to do now”, however, he considers it natural that budgetary debates go to knife-tip. (via 24.hu)"
"Masszív sorosozással indította péntek reggelt Orbán Viktor a Kossuth Rádióban. Az uniós költségvetés megvétózárásáról és a jogállamisági feltételekről szóló vitát Magyarország miniszterelnöke röviden úgy értékelte: „„Hát Soros György fenyegeti Magyarországot meg Lengyelországot.”  Később kibontotta, hogy ezzel Soros György publicisztikájára utalt, ami szerinte tele van fenyegetéssel és zsarolással. „Utasításokat ad tulajdonképpen a brüsszeli bürokratáknak, hogy most akkor mit kell tenni. És szerintem erre született meg az a nyugodt és higgadt reakció tegnap a miniszterelnökök ülésén, hogy az a miniszterelnökök dolga, hogy hogyan kell egy vitát elrendezni” - mondta Orbán. ",1,13,680,444,"Viktor Orbán started Friday morning on Kossuth Radio with massive series. The Prime Minister of Hungary briefly assessed the debate on the veto of the EU budget and the rules of law: “George Has Soros threatens Hungary and Poland.” Later, he unfolded that he was referring to George Soros's publicity, which he believes is full of threats and blackmail. “In fact, it gives instructions to Brussels bureaucrats as to what needs to be done now. And that is what I think the calm and calm reaction was born yesterday at the meeting of prime ministers, that it is up to the prime ministers to how to settle a debate,” Orbán said."
"Egyébként a miniszterelnök szerint nem példátlan az Európai Unió esetében, hogy a költségvetési viták késhegyig mennek, és természetesnek tartja, hogy viták vannak, amiket rendezni kell. Orbán szerint akik arról beszélnek, hogy a magyar és a lengyel vétó fenyegetést jelent, mert a déli államok így nem kapják meg a pénzt a válságkezelésre, „azok az emberek, akiket Soros György fizet”.",2,13,386,444,"By the way, according to the Prime Minister, it is not unprecedented in the case of the European Union that budgetary debates go to the tip of knives and considers it natural that there are disputes that need to be settled. According to Orbán, those who talk about the Hungarian and Polish veto are a threat, because the southern states do not receive money for crisis management are “the people whom George Soros pays”."
"„Ma a világpolitika legkorruptabb embere, az Soros György. Ugye a korrupcióhoz két ember kell: aki a pénzt adja, meg aki elfogadja. És Soros György nagyon sok politikust fizet. Tehát ő az, aki leginkább korrumpálja az európai politikát. Akik most megszólalnak, és a Soros-féle mesterterv végrehajtásában vállalnak szerepet a megszólalásukkal, vagyis támadják, zsarolni akarják Magyarországot meg Lengyelországot, azok bizony mind Soros György által korrumpált politikusok” - foglalta össze a miniszterelnök, hogy szerinte hogy működik a világ. ",3,13,544,444,"“Today, the most corrupt man in world politics is George Soros. Corruption takes two people: the one who gives the money and the one who accepts it. And George Soros pays a lot of politicians. So it is he who is the most corrosive of European politics. Those who speak now and play a role in the implementation of the Soros master plan, namely attack and blackmail Hungary and Poland are all politicians that are corrupt by George Soros”, the Prime Minister summed up how the world."
"Azt is hasonló logika mentén értékelte, hogy a magyarokon és a lengyeleken kívül az összes többi ország megszavazta, hogy támogatási pénzek befagyasztásával is számon lehessen kérni a tagállamok kormányain a jogállamiság rombolását: „Ez valójában nem joguralom, hanem többségi uralom dolga. Azt szeretnék, hogyha a mostani helyzethez képest az uniós tagállamok többsége is rá tudná szorítani egyik vagy másik tagállamát arra, hogy valamit tegyen vagy ne tegyen.” ",4,13,463,444,"He also assessed on a similar logic that all other countries, apart from Hungarians and Poles, voted to ask the governments of the Member States for the destruction of the rule of law by freezing subsidy funds: “This is not a matter of rule of law, but of majority rule. They want a majority of EU Member States to be able to force one or another Member State to do something or not to do it.”"
"Szerinte most arról van szó, hogy egy-egy ország menekültpolitikáját nem az Európai Unió Bírósága vagy más pártatlan testület ítélné meg, „hanem egy politikai testület szavazná le a kisebbségben maradókat, és mondaná azt mondjuk, hogy Magyarország nem építhet kerítést. Vagy mondhatja azt, hogy ha van is kerítés, akkor is be kell engedni a migránsokat. Vagy mondhatja azt, hogy ha a migránsok beléptek Magyarország területére, nem tarthatók fogva”. Orbán Viktor felfogása szerint most - Soros György vezényletével -olyan eszközöket akarnak létrehozni, amivel jogszerűen lehet azt mondani, hogy „Magyarországnak le kell bontania a kerítést”.",5,13,641,444,"In his view, the question is that the asylum policy of a country would not be judged by the Court of Justice of the European Union or by any other impartial body, “but a political body would vote out those who remain in minority and say that Hungary cannot build a fence. Or you can say that even if there is a fence, you have to let migrants in. Or you can say that if migrants have entered the territory of Hungary, they cannot be detained.” According to Mr. Orbán's view, now, under the leadership of George Soros, they want to create tools that can legitimately say that “Hungary must tear down the fence”."
"A szociális és az oktatási intézményekben bevetett gyorstesztek hatékonyságával kapcsolatban a miniszterelnök még mindig szkeptikus, azt mondta, ezek most azért vannak, mert az érintettek kérték.  „Úgy látom, hogy ahogy nő a nyomás, úgy egyre inkább az egészségügyi dolgozóknál, a szociális intézményekben dolgozóknál meg az oktatásban dolgozóknál nő az igény, hogy még ha ilyen felemás, bizonytalan, nem teljesen megbízható eredményekre vezet is a tesztelés, jobban érzik magukat valahogy, magabiztosabbnak érzik magukat az emberek, hogyha egy ilyen tesztelésen átmennek.” Hozzátette, hogy a vakcina megérkezése után az átoltást is ugyanabban a rendszerben oldják meg, mint a tömeges tesztelést. ",6,13,697,444,"Regarding the effectiveness of rapid tests in social and educational institutions, the Prime Minister is still skeptical, he said that these are now because the stakeholders have asked for it. “I see that as the pressure increases, the demand for healthcare workers, social institutions and education workers is increasing, that even if testing leads to such uneven, uncertain, unreliable results, they feel better somehow, People feel more confident when they pass a test like this.” He added that after the arrival of the vaccine, the vaccination is also carried out in the same system as mass testing."
"Egyébként Müller Cecíliára hivatkozva azt mondta, semmilyen bizonyíték nincs arra, hogy megkezdődött volna a fertőzés lassulása. „Az, hogy ez most megállt, ebből az is lehet, hogy majd felfele indul meg, meg az is, hogy majd lefele indul meg. De semmilyen bizonyíték nincs arra, hogy túl lennénk a nehezén.”",7,13,307,444,"By the way, Müller, referring to Cecilia, said that there is no evidence that the deceleration of the infection has begun. “The fact that this has stopped, it may also start upwards, and it will go down. But there's no evidence that we're over the worst.”"
Hungary and Poland blocked adoption of the European Union's 2021-2027 budget and coronavirus recovery package on Monday over a new mechanism linking access to EU funds with rule of law criteria.,1,14,194,444,Hungary and Poland blocked adoption of the European Union's 2021-2027 budget and coronavirus recovery package on Monday over a new mechanism linking access to EU funds with rule of law criteria.
They were the only countries in the 27-member bloc to do so. ,2,14,61,444,They were the only countries in the 27-member bloc to do so.
The veto by the two countries draws the fate of the €1.1 trillion budget and €750 billion recovery package into uncertainty as the economies of many European countries are hit by new lockdowns amid the worsening pandemic.,3,14,221,444,The veto by the two countries draws the fate of the €1.1 trillion budget and €750 billion recovery package into uncertainty as the economies of many European countries are hit by new lockdowns amid the worsening pandemic.
"The rule of law conditionality, which would tie disbursal of EU funds to member states' adherence to democratic standards, was approved by EU ambassadors on Monday with a necessary qualified majority, but Hungary and Poland used their veto power to block an agreement on the framework of the economic recovery package, effectively stalling progress of the measures.",4,14,365,444,"The rule of law conditionality, which would tie disbursal of EU funds to member states' adherence to Democratic standards, was approved by EU ambassadors on Monday with a necessary qualified most, but Hungary and Poland used their veto power to block an agreement on the framework of the economic recovery package, effectively stalling progress of the measures."
"European heads of state and government will meet via videoconference on Thursday to resume discussions over the stalled budget, but a resolution of the stalemate is not expected by then.",5,14,186,444,"European heads of state and government will meet via videoconference on Thursday to resume discussions over the stalled budget, but a resolution of the stalemate is not expected by then."
Hungary and Poland were the two largest net beneficiaries of EU funds in 2018.,6,14,78,444,Hungary and Poland were the two largest net beneficiaries of EU funds in 2018.
Hungarian officials have argued that the rule of law condition is an attempt by Brussels to force Hungary to change its controversial policies on immigration and blackmail the country into accepting dictates from the European Union. ,7,14,233,444,English executies have argued that the rule of law condition is an attempt by Brussels to force Hungary to change its controversial policies on immigration and blackmail the country into accepting dictates from the European Union.
"In a statement on Tuesday, Prime Minister Viktor Orbán wrote, ""In Brussels today, they only view countries which let migrants in as those governed by the rule of law. Those who protect their borders cannot qualify as countries where rule of law prevails."" ",8,14,256,444,"In a statement on Tuesday, Prime Minister Viktor Orbán wrote, “In Brussels today, they only view countries which let migrants in as those governed by the rule of law. Those who protect their borders cannot qualify as countries where rule of law prevails.”"
"But the EU's concerns over Hungary's adherence to the rule of law have focused primarily on media freedom, judicial independence and corruption, and migration has not been featured among the rule of law conditions articulated by the new mechanism. ",9,14,248,444,"But the EU's concerns over Hungary's adherence to the rule of law have focused first on media freedom, judicial independence and corruption, and migration has not been featured among the rule of law conditions articulated by the new mechanism."
"The stalemate will be difficult to break as the Hungarian government has indicated it will not budge on its position, and numerous EU leaders have also insisted the rule of law mechanism is not negotiable.",10,14,205,444,"The stalemate will be difficult to break as the Hungarian government has denied it will not budge on its position, and numerous EU leaders have also insisted the rule of law mechanism is not negotiable."
"On Wednesday, Hungary's six largest opposition parties signed a joint statement condemning the Orbán government's veto of the budget, informing the nations and citizens of Europe that ""Viktor Orbán and his government are not equivalent with Hungary as a country.""",11,14,263,444,"On Wednesday, Hungary's six largest opposition parties signed a joint statement condemning the Orbán government's veto of the budget, informing the nations and citizens of Europe that “Viktor Orbán and his government are not equivalent with Hungary as a country.”"
"
""We call on European Union institutions and the governments of member states to find a solution so that the selfishness of the Orbán government is not an obstacle to solving the European and Hungarian economic crisis, and so that Hungarian citizens and businesses who are worried for their security and existence may access the support the European Union intended for Hungary as soon as possible,"" the parties wrote.",12,14,417,444,"
“We call on European Union institutions and the government of member states to find a solution so that the selfishness of the Orbán government is not an obstacle to solving the European and Hungarian economic crisis, and so that Hungarian citizens and businesses who are and existence may access the support of the European Union intended for Hungary as soon as possible,” the parties wrote."
A recording obtained by the Budapest bureau of Radio Free Europe/Radio Liberty revealed editors at state media company MTVA instructed reporters on what topics to cover and how to color stories to fit a desired narrative. ,13,14,222,444,Recording received by the Budapest bureau of Radio Free Europe/Radio Liberty revealed editors at state media company MTVA instructed reporters on what topics to cover and how to color stories to fit a wanted narrative.
"One recording, taken just before European Parliament elections in 2019, features lead editor Balázs Bende instructing reporters on how to cover opposition parties and issues important in the election.",14,14,200,444,"One recording, taken just before European Parliament elections in 2019, features lead editor Balázs Bende instructing reporters on how to cover opposition parties and issues important in the election."
"""European Parliament elections are coming at the end of May, and I'm sure no one will be surprised to hear me say that this institution does not support opposition cooperation,"" Bende said in the recording, referring to opposition parties coordinating their candidates against those of Fidesz. ""Whoever is on shift must produce content according to the appropriate narrative, method, and direction...mostly about migrants and Brussels."" ",15,14,437,444,"'European Parliament elections are coming at the end of May, and I'm sure no one will be sure to hear me say that this institution does not support opposition cooperation, 'Bende said in the recording, referring to opposition parties coordinating their candidates against those of Fidesz. “Whoever is on shift must produce content according to the appropriate narrative, method, and direction... mostly about migrants and Brussels.”"
"Bende told reporters that if they were unwilling to comply with the instructions, they could ""go and submit their resignation papers to the boss and leave. No one is forcing you to work here.""",16,14,192,444,"Bende told reporters that if they were unwilling to comply with the instructions, they could “go and submit their resignation papers to the boss and leave. No one is forcing you to work here.”"
"MTVA news director Zsolt Németh also gave instructions on bringing pro-government commentators onto programs to ""simplify things for the people"" on how they should interpret particular issues.",17,14,192,444,MTVA news director Zsolt Németh also gave instructions on bringing pro-government commentators onto programs to “simplify things for the people” on how they should interpret particular issues.
"RFE/RL also obtained internal MTVA emails where reporters were instructed to insinuate that Hungary was faring better than other countries with the coronavirus, and to take a critical stance on migration, LGBTQ issues, climate change and other issues.",18,14,251,444,"RFE/RL also got internal MTVA emails where reporters were instructed to insinuate that Hungary was faring better than other countries with the coronavirus, and to take a critical stance on migration, LGBTQ issues, climate change and other issues."
"""We were instructed not to use the word 'refugee' in any context,"" one unidentified reporter told the outlet. ""Even among people who were officially granted refugee status, we talked about them as migrants.""",19,14,207,444,"“We were instructed not to use the word 'refugee' in any context,” one unidentified reporter told the outlet. “Even among people who were officially granted refugee status, we were talking about them as migrants.”"
"MTVA journalists who spoke to RFE/RL described a ""mafia-like"" atmosphere of intimidation at the broadcaster. ",20,14,109,444,MTVA journalists who spoke to RFE/RL described a “mafia-like” atmosphere of intimidation at the broadcaster.
"When asked during a session of Parliament about the political directives given at the publicly-funded broadcaster, state secretary Balázs Orbán said that diversity in the media prevails in Hungary, and that the government does not wish to interfere in the work of media organizations.",21,14,284,444,"When asked during a session of Parliament about the political directives given at the publicly-funded broadcaster, state secretary Orbán Balázs said that diversity in the media prevails in Hungary, and that the government does not wish to interact in the work of media organization."
"Hungary's total death rate was up significantly in mid-October, according to the Central Statistics Office, most likely a consequence of the coronavirus pandemic.",22,14,162,444,"Hungary's total death rate was up significantly in mid-October, according to the Central Statistics Office, now likely a effect of the coronavirus pandemic."
"Total deaths between October 19-25 exceeded the average of the previous five years by 403, a 17 percent rise. That number could rise further as data are finalized. ",23,14,164,444,"Total deaths between October 19-25 exceeded the average of the previous five years by 403, a 17 percent rise. That number could rise further as data are finalized."
"For Hungarians aged 65-79, deaths increased by 28 percent compared to the last five-year average. ",24,14,98,444,"For Hungarians aged 65-79, deaths increased by 28 percent compared to the last five-year average."
"According to data from the Coronavirus Emergency Task Force, there were 299 coronavirus-related deaths between October 19-25, or around 12 percent of total deaths based on averages from previous years. ",25,14,202,444,"According to data from the Coronavirus Emergency Task Force, there were 299 coronavirus-related deaths between October 19-25, or around 12 percent of total deaths based on averages from previous years."
"The margin of the death rate increase is likely to rise as new data becomes available: while 299 coronavirus deaths were registered during that week in October, weekly deaths have exceeded 600 in the past two weeks, which could represent as much as 25 percent of all deaths in Hungary.",26,14,285,444,"The margin of the death rate increase is likely to rise as new data becomes available: while 299 coronavirus deaths were registered during that week in October, weekly deaths have exceeded 600 in the past two weeks, which could represent as much as 25 percent of all deaths in Hungary."
"In a recent study, the journal Cardiovascular Research found that one in four coronavirus deaths in Hungary can be traced to air pollution, exceeding the European average of 19 percent and the global average of 15 percent. Particulates in the air increase the chances of coronavirus infection, inflame air passages and weaken the immune system, the journal wrote. ",27,14,364,444,"In a recent study, the journal Cardiovascular Research found that one in four coronavirus deaths in Hungary can be traced to air pollution, above the European average of 19 percent and the global average of 15 percent. Particulates in the air increase the chances of coronavirus infection, inflame air passages and weaken the immune system, the journal wrote."
"On Wednesday, 92 new deaths were reported by the coronavirus Emergency Task Force, bringing the total to 3,472. The number of Covid-19 patients being treated in hospitals rose to 7,532, and 580 patients were on ventilators. ",28,14,224,444,"On Wednesday, 92 new deaths were reported by the coronavirus Emergency Task Force, bringing the total to 3,472. The number of Covid-19 patients were treated in hospitals rose to 7,532, and 580 patients were on ventilators."
"The 7-day average of daily deaths, and the number of hospitalized patients and patients on ventilators has stagnated in recent days, even as the rolling average of daily new cases rises steadily.",29,14,195,444,"The 7-day average of daily deaths, and the number of hospitalized patients and patients on ventilators is stagnated in recent days, even as the rolling average of daily new cases rises steadily."
"A survey by Euronews found that only 17 percent of Hungarians would accept a coronavirus vaccination if it were to become available, while 47 percent said they would not take a vaccination at all and 36 percent were still undecided. ",30,14,233,444,"A survey by Euronews found that only 17 percent of Hungarians would accept a coronavirus vaccinations if it were to become available, while 47 percent said they would not take a vaccination at all and 36 percent were still undecided."
"Respondents were most likely to consent to a vaccination if it were developed in Hungary, and slightly fewer would take a vaccine developed in the United States. Only 7 percent said they would receive a Russian vaccine (Hungary has already ordered preliminary shipments of Russia's Sputnik V vaccine) and 4 percent would take a Chinese vaccine.",31,14,344,444,"Respondents were now likely to consent to a vaccination if it were developed in Hungary, and slightly fewer would take a vaccine developed in the United States. Only 7 percent said they would receive a Russian vaccine (Hungary has already ordered pre-shipments of Russia's Sputnik V vaccine) and 4 percent would take a Chinese vaccine."
"The results are striking when compared to an October survey of 13,426 people in 19 countries
by Nature Magazine, which found that only 15 percent of respondents would not take a vaccination if it were available.",32,14,211,444,"The results are striking when compared to an October survey of 13,426 people in 19 countries
by Nature Magazine, which found that only 15 percent of respondents would not take a vaccination if it were available."
"Hungary will be the first country to receive preliminary samples of the Russian coronavirus vaccine Sputnik V, which is expected to be delivered on Thursday, Minister of Foreign Affairs and Trade Péter Szijjártó said in a video posted to Facebook on Wednesday. ",33,14,261,444,"Hungary will be the first country to receive advance samples of the Russian coronavirus vaccine Sputnik V, which is expected to be delivered on Thursday, Minister of Foreign Affairs and Trade Peter Szijjártó said in a video posted to Facebook on Wednesday."
"Gazdasági összeomlástól és az EU működőképtelenségétől tart sok európai politikus, miután Magyarország és Lengyelország leállította az EU költségvetésének elfogadását. Budapestnek és Varsónak az a baja, hogy rajtuk kívül az összes többi ország megszavazta, hogy támogatási pénzek befagyasztásával is számon lehessen kérni a tagállamok kormányain a jogállamiság rombolását. A magyar és a lengyel kormány annak árán sem akar jogállamisági mechanizmust, hogy a vétójuk miatt már januártól komoly pénzektől eshetnek el.",1,15,515,444,"Many European politicians fear economic collapse and the EU's inoperability, after Hungary and Poland stopped adopting the EU budget. The problem of Budapest and Warsaw is that all other countries, except for them, have voted for the destruction of the rule of law in the governments of the Member States by freezing subsidies. The Hungarian and Polish governments do not want a rule of law mechanism at the expense of their veto being able to lose serious money as of January."
"Több brüsszeli szakértővel is beszéltünk, akik szerint ha nem lesz költségvetés, akkor várhatóan kohéziós pénz sem lesz - leginkább ezt szokták Magyarországon EU-s pénznek nevezni, ebből az alapból írják ki a pályázatokat, közbeszerzéseket. ",2,15,241,444,"We have also spoken to several experts from Brussels who say that if there is no budget, there will be no cohesion money - most often this is what is called EU money in Hungary."
"Ha nincs új költségvetés, akkor alapjáraton ugyan tovább működhet az EU, mert a 2020-as kifizetések automatikusan meghosszabbodnak, de ez nem vonatkozik a határidővel lekötött és célzott programokra. Márpedig a szegényebb régióknak járó támogatások - amelyek a teljes költségvetés mintegy harmadát teszik ki - időhöz és programhoz kötött költések. Elvben ugyan ezeket is meg lehetne hosszabbítani, de ehhez tanácsi konszenzus kell, és erre minimális esélyt látnak most az EU intézményeiben dolgozók. ",3,15,500,444,"If there is no new budget, the EU can continue to work at idle, because payments in 2020 will be automatically extended, but this does not apply to programmes with a deadline and targeted. However, subsidies for poorer regions, which account for about a third of the total budget, are time-linked and programme-linked spending. In principle, these could also be extended, but this requires a Council consensus, and there is a minimum chance for those working in the EU institutions."
"Vagyis Magyarország és Lengyelország a mostani vétóval nem csak a 750 milliárd eurós gazdaságélénkítő csomag elindítását akadályozza, hanem a fejlesztési pénzek áramlását is befagyasztja. Ez a legtöbb EU-s országot hátrányosan érintené, többek között a két vétózót is, hiszen mindkét ország nagy kedvezményezettje a kohéziós rendszernek. Ugyanakkor a nettó befizetőknek járó visszatérítések sem hosszabbodnának meg, vagyis végső soron minden ország rosszul jár, ha nincs költségvetés. A mezőgazdasági támogatások viszont az eddigi rendszer szerint továbbra is megmaradhatnának, ahhoz a szakértők szerint nem kell új döntést hozni. ",4,15,631,444,"In other words, with this veto, Hungary and Poland not only prevent the launch of the €750 billion recovery package, but also freeze the flow of development money. This would be detrimental to most EU countries, including the two vetoers, since both countries are large beneficiaries of the cohesion system. At the same time, refunds to net contributors would not be extended either, which means that all countries are ultimately bad if there is no budget. Agricultural subsidies, on the other hand, could continue to be maintained according to the previous system. According to experts, no new decisions have to be taken."
"Kedden a tagállamok EU-ügyi miniszterei videó-konferencián vitatták meg hosszú órákon át a helyzetet, de semmilyen előrelépés nem történt. Az ülést vezető német külügyi államtitkár sajnálkozott, hogy leállt a költségvetés elfogadásának menete, az ügyben illetékes osztrák biztos ""beláthatatlan következmények"" miatt aggódott, és sorra szólaltak fel a tagállamok képviselői a költségvetés elfogadása mellett. Különösen az olasz és a spanyol kormány tagjai voltak élesek a magyar és a lengyel kollégáikkal szemben, de a többiek is minimum felelőtlennek nevezték a vétózókat. ",5,15,573,444,"On Tuesday, EU Affairs Ministers of the Member States discussed the situation for hours during a video conference, but no progress has been made. The German Minister of State for Foreign Affairs, who led the meeting, regretted that the process of adopting the budget had stopped, the Austrian Commissioner responsible for the matter was concerned about “unforeseeable consequences”, and the representatives of the Member States spoke for the adoption of the budget. Particularly the members of the Italian and Spanish governments were sharp against their Hungarian and Polish colleagues, but the others also called vetoers irresponsible."
"A lengyel kormány képviselője ""egy jobb kompromisszumot"" kért a jogállamisági mechanizmust illetően, míg a magyar kormány által delegált Varga Judit kiosztott mindenkit, mert szerinte ideológiai alapon akarják zsarolni Magyarországot. Erre többen figyelmeztették, hogy semmi olyat nem ellenőrizne a jogállamisági mechanizmus, mint amit Magyarország az EU-ba történt belépéssel már ne vállalt volna. Az olasz és a német kormány tagjai pedig arra figyelmeztették Vargát, hogy csak az fél az eljárástól, aki meg akarja sérteni a jogállami normákat. A bizottság részéről Johannes Hahn osztrák biztos pártatlan és kiegyensúlyozott ellenőrzését ígérte a jogállamiságnak, de ez nem nyugtatta meg Vargát. ",6,15,697,444,"The representative of the Polish government asked for a “better compromise” regarding the rule of law mechanism, while Judit Varga, delegated by the Hungarian government, allocated everyone because he thinks they want to blackmail Hungary on an ideological basis. A number of people warned that the rule of law mechanism would not control anything like that Hungary would not have undertaken with the entry into the EU. Members of the Italian and German Governments have warned Varga that only those who wish to violate the rule of law are afraid of the proceedings. On behalf of the committee, Austrian Commissioner Johannes Hahn promised an impartial and balanced control of the rule of law, but this did not reassure Varga."
"Az ülésen elkezdődött a Bizottság első jogállamisági jelentésének részletes, országonkénti tárgyalása is, először az EU történetében. (A jelentések, és a most vétót kiváltó mechanizmus két külön folyamat, de a jelentésekben feltárt problémákat elvben felhasználhatják a mechanizmus elindításához.) ",7,15,298,444,"The meeting also started a detailed, country-by-country discussion of the Commission's first rule of law report, for the first time in the history of the EU. (Reports and the mechanism that now veto are two separate processes, but problems identified in the reports can in principle be used to launch the mechanism.)"
"ABC szerint mennek végig az országokon, most Belgium, Bulgária, Csehország, Dánia és Észtország volt napirenden. Nagyjából udvarias hangnemben ment a vita, a tagállamok képviselői elmondták, hogyan értékelik a bizottság róluk írt jelentését, viszonylag kevés pontot vitattak, általában konstruktív fejlesztéseket ígértek. Minden ország röviden hozzászólhatott a többiek jelentéseihez, általában dicsérték a bizottság értékeléseit, meg a javító szándékú igyekezetet az érintett kormányoktól. ",8,15,491,444,"Alphabetically, Belgium, Bulgaria, the Czech Republic, Denmark and Estonia were on the agenda. The debate was broadly polite, the representatives of the Member States explained how they evaluated the committee's report on them, argued relatively few points and generally promised constructive improvements. Each country was able to comment briefly on the reports of others, generally praised the committee's evaluations and the efforts of the governments concerned."
"A vita elején a lengyel és a magyar miniszterek ugyanakkor jelezték, hogy szerintük a jelentések rossz szempontrendszer szerint, rossz beszámolók alapján és rossz motivációval készültek. Lengyel részről más hozzászólás nem is volt, de Varga Judit még többször felszólalt, és nekiment a belga és a dán kormánynak is. ",9,15,316,444,"At the beginning of the debate, Polish and Hungarian ministers pointed out, however, that, according to them, the reports were prepared according to the wrong criteria, on the basis of bad reports and with bad motivation. On the Polish side, there was no other comment, but Judit Varga spoke several times and hit the Belgian and Danish governments as well."
"Sérelmezte például a belga sajtószabadság rossz állapotát, és a belga ügyészséget érő politikai befolyást. A dán kormánynak pedig felajánlotta, hogy szívesen megosztja Koppenhágával a magyar gyakorlatot, mert Dániában meglátása szerint a kormány beleszól a bírák kinevezésébe, míg Magyarországon ilyen nem történhet meg. Arra is figyelmeztette dán kollégáját, hogy egyedi ügyekben Magyarországon a kormány nem utasíthatja az ügyészséget, míg Dániában ez is előfordulhat. A dán miniszter erre azt válaszolta, hogy náluk egyetlen különleges esetben történt ilyen utasítás az elmúlt 30 évben, és az se a 21. században volt. Varga hozzászólásaiban lényegében kigúnyolta az egész procedúrát,  világossá téve, hogy aki jogállamisággal foglalkozik az EU-ban, azt Magyarország nem tekinti tárgyalópartnernek.",10,15,800,444,"For example, it violated the poor state of freedom of the press in Belgium and the political influence on the Belgian prosecutor's office. He offered to the Danish government to share the Hungarian practice with Copenhagen, because in Denmark, in its view, the government is getting involved in the appointment of judges, while in Hungary this does not happen. He also warned his Danish colleague that in individual cases the government cannot instruct the prosecutor's office in Hungary, while in Denmark this may also occur. The Danish minister replied that they had only one special case in the last 30 years, and that was not in the 21st century. In his comments, Varga essentially mocked the whole procedure, making it clear that anyone dealing with the rule of law in the EU does not regard Hungary as a negotiating partner."
"A magyar és a lengyel kormány hétfői vétója óta két tagállam vezetője jelentkezett sarkos kiállással. Janez Jansa szlovén miniszterelnök levelet írt a német kancellárnak, illetve a Bizottság és a Tanács elnökének, kérve, hogy tekintsenek el a jogállamisági mechanizmustól, mert a költségvetés és a mentőcsomag sokkal fontosabb. Jansa személyes kapcsolata kiváló Orbán Viktorral, és a pártja jelentős magyar támogatást kapott az utóbbi években, Habony Árpádhoz köthető vállalkozók például tévécsatornát is vásároltak neki. Ugyanakkor a Tanácsban a szlovén kormány azt jelezte, hogy támogatja a mechanizmust.",11,15,606,444,"Since the veto of the Hungarian and Polish governments on Monday, the leaders of two Member States have applied for a polar stand. Slovenian Prime Minister Janez Jansa wrote a letter to the German Chancellor and to the President of the Commission and Council asking them to disregard the rule of law mechanism because the budget and the rescue package are much more important. Jansa's personal relationship with Viktor Orbán is excellent, and her party has received significant Hungarian support in recent years. For example, entrepreneurs connected to Árpád Habony bought him a TV channel. At the same time, in the Council, the Slovenian Government indicated its support for the mechanism."
"A másik megszólaló Mark Rutte holland miniszterelnök volt, akit a hágai parlamentben kérdeztek a holland képviselők arról, hogy meddig hajlandó elmenni a kompromisszum kedvéért, és nagy többségük azt kérte tőle, hogy semmiképpen se engedje a jogállamisági mechanizmus gyengítését. ",12,15,281,444,"The other speaker was the Dutch Prime Minister Mark Rutte, who was asked in the Hague Parliament by Dutch MEPs about how far he was willing to go for the sake of compromise, and a large majority of them asked him not to allow the weakening of the rule of law mechanism."
